,prediction
2073,91.50022590265304
2074,45.499015717072496
2075,13.498078437061745
2076,53.498006881658014
2077,55.499286591163376
2078,70.49968350620136
2079,66.49821045869888
2080,27.498508132166805
2081,34.498709465216166
2082,46.497900913982825
2083,75.49835544192753
2084,24.498419731756716
2085,73.4997618217915
2086,98.49873699248114
2087,44.49787121492503
2088,82.49999501471589
2089,11.498011856976877
2090,38.49882204720263
2091,63.49816280843861
2092,95.4986864722923
2093,91.49861943213766
2094,30.497672790970082
2095,37.4987940460327
2096,65.4981945347916
2097,83.49848654360349
2098,91.50022590265304
2099,57.498068674161594
2100,58.498084247956015
2101,98.50040410572159
2102,9.497437733036564
2103,1.497437129240706
2104,53.499232880324215
2105,3.4977094251187615
2106,0.49750020521679517
2107,14.498111023417565
2108,20.498299286873866
2109,96.50035330428092
2110,79.49842075273872
2111,19.497534570697344
2112,27.498508132166805
2113,30.49859517694387
2114,32.498652553941696
2115,31.498623926442914
2116,64.49817865105642
2117,83.49848654360349
2118,99.50042947372543
2119,19.498268626140483
2120,51.49797630698923
2121,58.4993667736063
2122,2.4974233776156325
2123,94.50030241330914
2124,3.4977094251187615
2125,21.49755798859827
2126,12.49746203265697
2127,40.49781270374678
2128,93.50027693335721
2129,7.497870864300365
2130,59.498099869411114
2131,87.50012354691964
2132,95.50032787016242
2133,48.49909761931287
2134,99.49875387639335
2135,1.4976055331088964
2136,20.497546161879974
2137,32.498652553941696
2138,2.497661536649983
2139,40.49781270374678
2140,63.49949947270376
2141,18.497523233909373
2142,90.49860273175194
2143,67.49822642186855
2144,38.497783936039404
2145,79.49842075273872
2146,19.497534570697344
2147,94.50030241330914
2148,58.4993667736063
2149,16.498175028281274
2150,98.49873699248114
2151,99.49875387639335
2152,88.49856940536395
2153,40.49887778332731
2154,70.49827453835309
2155,4.497753112917009
2156,15.498143207275358
2157,66.49821045869888
2158,64.49817865105642
2159,39.49884995848892
2160,13.498078437061745
2161,71.4997096463431
2162,42.49893318635423
2163,68.49963111729753
2164,64.49817865105642
2165,26.497620132819915
2166,50.49915190070299
2167,60.49941998807411
2168,19.498268626140483
2169,71.49829065012734
2170,84.498503062216
2171,45.499015717072496
2172,99.50042947372543
2173,4.497753112917009
2174,56.49805314928776
2175,69.49825846252415
2176,13.498078437061745
2177,66.49821045869888
2178,10.497445194901726
2179,85.49851960817256
2180,36.498765951309586
2181,36.498765951309586
2182,52.49799156625135
2183,78.49989168128769
2184,68.49963111729753
2185,91.49861943213766
2186,83.49848654360349
2187,23.498389920540788
2188,48.49793088308929
2189,82.49999501471589
2190,47.49791586586624
2191,21.498329712071577
2192,50.49915190070299
2193,22.498359918371616
2194,24.498419731756716
2195,66.49821045869888
2196,23.498389920540788
2197,18.497523233909373
2198,3.4974177410628644
2199,59.498099869411114
2200,32.4976999178043
2201,8.497431053846494
2202,16.498175028281274
2203,96.50035330428092
2204,97.5003787160189
2205,12.49746203265697
2206,65.4981945347916
2207,57.49934009548469
2208,29.497659416706785
2209,11.497453324532845
2210,41.49890552494009
2211,23.497582283961073
2212,53.498006881658014
2213,82.49999501471589
2214,3.4974177410628644
2215,65.49955225018275
2216,75.49835544192753
2217,34.49772751036184
2218,51.499178951161
2219,81.49845359040843
2220,58.4993667736063
2221,63.49816280843861
2222,34.49772751036184
2223,63.49949947270376
2224,88.49856940536395
2225,33.498681065116365
2226,72.49973575129626
2227,65.49955225018275
2228,29.497659416706785
2229,38.497783936039404
2230,68.4982424234249
2231,96.50035330428092
2232,53.499232880324215
2233,66.49821045869888
2234,25.497607344496473
2235,77.49838803501025
2236,90.49860273175194
2237,10.49797773469199
2238,32.498652553941696
2239,96.50035330428092
2240,78.49840437859487
2241,9.497437733036564
2242,81.49996922522213
2243,93.49865290526557
2244,73.4997618217915
2245,88.5001491736787
2246,40.49887778332731
2247,35.49873775910701
2248,32.498652553941696
2249,26.497620132819915
2250,28.497646177285915
2251,61.499446526783636
2252,58.4993667736063
2253,15.49749098189842
2254,96.49870329008981
2255,20.498299286873866
2256,38.497783936039404
2257,97.5003787160189
2258,7.497425309545312
2259,66.49957857819155
2260,55.499286591163376
2261,54.498022251627454
2262,22.497570034214238
2263,20.498299286873866
2264,60.49811553732023
2265,90.50020035112273
2266,46.49904308458732
2267,49.499124790697756
2268,86.49853618099195
2269,84.498503062216
2270,59.499393404067185
2271,77.49986577295631
2272,36.498765951309586
2273,62.49947302130524
2274,65.49955225018275
2275,80.4984371568634
2276,40.49781270374678
2277,84.50004650916262
2278,66.49957857819155
2279,2.497661536649983
2280,58.498084247956015
2281,51.499178951161
2282,21.498329712071577
2283,44.49898827981309
2284,53.498006881658014
2285,0.49750020521679517
2286,86.49853618099195
2287,1.4976055331088964
2288,33.498681065116365
2289,61.499446526783636
2290,14.497480913840189
2291,57.49934009548469
2292,91.50022590265304
2293,10.49797773469199
2294,91.50022590265304
2295,51.49797630698923
2296,34.498709465216166
2297,39.49884995848892
2298,45.499015717072496
2299,27.498508132166805
2300,18.498237711012425
2301,99.49875387639335
2302,81.49845359040843
2303,23.497582283961073
2304,7.497425309545312
2305,44.49787121492503
2306,88.49856940536395
2307,52.49920594381485
2308,97.49872013026783
2309,30.49859517694387
2310,70.49827453835309
2311,61.499446526783636
2312,59.498099869411114
2313,66.49957857819155
2314,35.49873775910701
2315,92.50025142993304
2316,95.50032787016242
2317,2.4974233776156325
2318,79.49842075273872
2319,8.497431053846494
2320,39.49884995848892
2321,24.49759472466116
2322,18.498237711012425
2323,38.49882204720263
2324,72.49830679709017
2325,17.498206519971056
2326,95.4986864722923
2327,53.498006881658014
2328,23.497582283961073
2329,78.49840437859487
2330,3.4974177410628644
2331,50.49915190070299
2332,96.50035330428092
2333,7.497425309545312
2334,43.49896077041751
2335,27.498508132166805
2336,27.49763307999911
2337,24.49759472466116
2338,20.498299286873866
2339,87.50012354691964
2340,90.50020035112273
2341,40.49887778332731
2342,42.49893318635423
2343,98.50040410572159
2344,77.49838803501025
2345,75.49835544192753
2346,53.498006881658014
2347,14.498111023417565
2348,42.497841804551875
2349,48.49909761931287
2350,69.49825846252415
2351,98.49873699248114
2352,56.49805314928776
2353,34.498709465216166
2354,54.49925976227079
2355,11.498011856976877
2356,26.49847882742998
2357,44.49787121492503
2358,44.49898827981309
2359,14.497480913840189
2360,46.497900913982825
2361,91.49861943213766
2362,2.4974233776156325
2363,72.49973575129626
2364,51.49797630698923
2365,85.49851960817256
2366,69.49965733011427
2367,28.497646177285915
2368,87.50012354691964
2369,7.497425309545312
2370,10.49797773469199
2371,65.49955225018275
2372,91.49861943213766
2373,73.4997618217915
2374,53.499232880324215
2375,58.498084247956015
2376,15.49749098189842
2377,83.49848654360349
2378,40.49887778332731
2379,50.49915190070299
2380,92.50025142993304
2381,94.49866967722967
2382,27.498508132166805
2383,41.49890552494009
2384,97.5003787160189
2385,58.4993667736063
2386,92.49863615677363
2387,32.498652553941696
2388,6.497833212738719
2389,42.497841804551875
2390,50.49796110553124
2391,52.49920594381485
2392,90.50020035112273
2393,51.49797630698923
2394,45.499015717072496
2395,19.498268626140483
2396,26.497620132819915
2397,80.4984371568634
2398,5.4974175537583525
2399,90.49860273175194
2400,43.49785647240459
2401,77.49986577295631
2402,87.49855278020704
2403,30.497672790970082
2404,72.49973575129626
2405,58.498084247956015
2406,38.497783936039404
2407,23.497582283961073
2408,15.498143207275358
2409,32.498652553941696
2410,97.49872013026783
2411,27.498508132166805
2412,25.498449363837423
2413,32.4976999178043
2414,40.49781270374678
2415,89.50017477493685
2416,8.497431053846494
2417,76.49837172258212
2418,12.49746203265697
2419,23.498389920540788
2420,97.5003787160189
2421,82.49847005283067
2422,5.4974175537583525
2423,17.497512173034742
2424,62.4981470079211
2425,99.50042947372543
2426,16.49750141280851
2427,6.497833212738719
2428,15.498143207275358
2429,12.49746203265697
2430,35.49774146838701
2431,74.49833919368403
2432,2.4974233776156325
2433,23.497582283961073
2434,37.4987940460327
2435,66.49821045869888
2436,53.498006881658014
2437,32.498652553941696
2438,16.498175028281274
2439,5.4974175537583525
2440,35.49873775910701
2441,73.4997618217915
2442,72.49830679709017
2443,27.498508132166805
2444,44.49898827981309
2445,52.49799156625135
2446,32.4976999178043
2447,62.49947302130524
2448,20.498299286873866
2449,95.50032787016242
2450,24.49759472466116
2451,76.49837172258212
2452,36.49775552810045
2453,14.497480913840189
2454,1.497437129240706
2455,6.497420709190942
2456,14.497480913840189
2457,41.49782721405
2458,8.497431053846494
2459,11.497453324532845
2460,35.49774146838701
2461,71.49829065012734
2462,40.49781270374678
2463,80.49994340685119
2464,73.4997618217915
2465,10.497445194901726
2466,88.49856940536395
2467,33.49771365854563
2468,59.499393404067185
2469,19.497534570697344
2470,9.497942944641137
2471,32.4976999178043
2472,23.498389920540788
2473,53.499232880324215
2474,78.49989168128769
2475,57.498068674161594
2476,17.498206519971056
2477,42.497841804551875
2478,23.498389920540788
2479,6.497420709190942
2480,42.497841804551875
2481,88.49856940536395
2482,62.4981470079211
2483,21.498329712071577
2484,5.4977941162553
2485,72.49830679709017
2486,6.497833212738719
2487,2.497661536649983
2488,56.49931336844251
2489,93.50027693335721
2490,26.497620132819915
2491,11.498011856976877
2492,26.497620132819915
2493,72.49973575129626
2494,21.498329712071577
2495,16.498175028281274
2496,42.49893318635423
2497,94.49866967722967
2498,11.498011856976877
2499,64.49817865105642
2500,60.49811553732023
2501,50.49796110553124
2502,96.50035330428092
2503,2.497661536649983
2504,86.49853618099195
2505,32.4976999178043
2506,75.499813862207
2507,27.49763307999911
2508,29.498566299291152
2509,2.497661536649983
2510,19.498268626140483
2511,47.49907038461992
2512,25.497607344496473
2513,61.498131250526676
2514,27.498508132166805
2515,46.49904308458732
2516,81.49996922522213
2517,13.497471248279998
2518,35.49873775910701
2519,76.49983983346841
2520,53.499232880324215
2521,39.49884995848892
2522,55.499286591163376
2523,68.49963111729753
2524,26.497620132819915
2525,81.49845359040843
2526,81.49845359040843
2527,73.49832297851096
2528,22.498359918371616
2529,8.497907371915197
2530,51.49797630698923
2531,19.498268626140483
2532,15.49749098189842
2533,4.497416305180629
2534,19.497534570697344
2535,73.49832297851096
2536,85.50007221512212
2537,89.4985860560218
2538,57.49934009548469
2539,48.49909761931287
2540,82.49847005283067
2541,66.49821045869888
2542,71.49829065012734
2543,10.497445194901726
2544,68.4982424234249
2545,89.50017477493685
2546,67.49822642186855
2547,52.49920594381485
2548,95.50032787016242
2549,15.498143207275358
2550,19.497534570697344
2551,9.497942944641137
2552,35.49873775910701
2553,20.497546161879974
2554,8.497431053846494
2555,66.49821045869888
2556,62.49947302130524
2557,9.497942944641137
2558,99.50042947372543
2559,77.49838803501025
2560,75.49835544192753
2561,25.498449363837423
2562,67.49822642186855
2563,61.499446526783636
2564,7.497870864300365
2565,21.498329712071577
2566,8.497907371915197
2567,73.49832297851096
2568,57.49934009548469
2569,8.497907371915197
2570,72.49973575129626
2571,82.49999501471589
2572,61.498131250526676
2573,77.49986577295631
2574,56.49931336844251
2575,76.49837172258212
2576,91.49861943213766
2577,23.497582283961073
2578,52.49920594381485
2579,77.49838803501025
2580,58.498084247956015
2581,36.498765951309586
2582,29.497659416706785
2583,39.49884995848892
2584,97.5003787160189
2585,90.50020035112273
2586,70.49827453835309
2587,15.49749098189842
2588,78.49840437859487
2589,13.497471248279998
2590,77.49986577295631
2591,33.498681065116365
2592,56.49931336844251
2593,68.4982424234249
2594,53.498006881658014
2595,30.49859517694387
2596,70.49968350620136
2597,40.49887778332731
2598,77.49838803501025
2599,94.50030241330914
2600,9.497942944641137
2601,27.49763307999911
2602,39.49884995848892
2603,81.49996922522213
2604,67.49960486693784
2605,94.49866967722967
2606,84.50004650916262
2607,46.49904308458732
2608,38.49882204720263
2609,71.49829065012734
2610,63.49816280843861
2611,22.498359918371616
2612,21.49755798859827
2613,67.49960486693784
2614,24.498419731756716
2615,25.497607344496473
2616,59.499393404067185
2617,55.49803767465088
2618,48.49793088308929
2619,14.498111023417565
2620,93.50027693335721
2621,82.49999501471589
2622,33.498681065116365
2623,97.5003787160189
2624,44.49898827981309
2625,25.498449363837423
2626,65.4981945347916
2627,15.498143207275358
2628,25.498449363837423
2629,80.4984371568634
2630,14.498111023417565
2631,35.49774146838701
2632,69.49965733011427
2633,50.49915190070299
2634,65.49955225018275
2635,38.497783936039404
2636,84.498503062216
2637,2.4974233776156325
2638,81.49845359040843
2639,56.49805314928776
2640,68.4982424234249
2641,30.497672790970082
2642,89.50017477493685
2643,11.498011856976877
2644,72.49830679709017
2645,77.49838803501025
2646,63.49816280843861
2647,56.49931336844251
2648,51.49797630698923
2649,61.499446526783636
2650,44.49898827981309
2651,35.49873775910701
2652,47.49907038461992
2653,33.498681065116365
2654,65.49955225018275
2655,71.4997096463431
2656,52.49799156625135
2657,82.49999501471589
2658,52.49920594381485
2659,49.499124790697756
2660,51.49797630698923
2661,46.497900913982825
2662,35.49873775910701
2663,45.49788602958165
2664,39.497798276669144
2665,24.49759472466116
2666,83.49848654360349
2667,56.49805314928776
2668,95.4986864722923
2669,73.49832297851096
2670,25.498449363837423
2671,53.499232880324215
2672,20.497546161879974
2673,22.497570034214238
2674,84.50004650916262
2675,32.498652553941696
2676,60.49811553732023
2677,59.499393404067185
2678,68.49963111729753
2679,60.49941998807411
2680,27.498508132166805
2681,68.4982424234249
2682,21.49755798859827
2683,87.50012354691964
2684,57.49934009548469
2685,10.497445194901726
2686,31.497686293387044
2687,2.497661536649983
2688,14.498111023417565
2689,9.497942944641137
2690,62.4981470079211
2691,36.498765951309586
2692,63.49949947270376
2693,35.49873775910701
2694,99.50042947372543
2695,65.4981945347916
2696,2.497661536649983
2697,62.49947302130524
2698,86.5000978942187
2699,3.4974177410628644
2700,70.49968350620136
2701,39.497798276669144
2702,61.498131250526676
2703,94.50030241330914
2704,82.49847005283067
2705,72.49830679709017
2706,34.49772751036184
2707,62.4981470079211
2708,33.49771365854563
2709,88.5001491736787
2710,81.49845359040843
2711,42.49893318635423
2712,70.49968350620136
2713,28.498537286796022
2714,33.498681065116365
2715,24.498419731756716
2716,14.497480913840189
2717,68.4982424234249
2718,87.50012354691964
2719,14.498111023417565
2720,99.50042947372543
2721,99.50042947372543
2722,80.4984371568634
2723,13.498078437061745
2724,63.49816280843861
2725,34.49772751036184
2726,30.497672790970082
2727,7.497870864300365
2728,90.50020035112273
2729,27.498508132166805
2730,96.49870329008981
2731,40.49781270374678
2732,37.4987940460327
2733,32.4976999178043
2734,55.499286591163376
2735,62.4981470079211
2736,95.50032787016242
2737,25.497607344496473
2738,1.497437129240706
2739,90.50020035112273
2740,15.49749098189842
2741,22.498359918371616
2742,19.497534570697344
2743,26.49847882742998
2744,45.49788602958165
2745,68.4982424234249
2746,96.50035330428092
2747,21.49755798859827
2748,10.497445194901726
2749,29.497659416706785
2750,59.499393404067185
2751,83.49848654360349
2752,13.498078437061745
2753,66.49821045869888
2754,17.497512173034742
2755,12.498045400768763
2756,0.49750020521679517
2757,36.49775552810045
2758,51.499178951161
2759,34.498709465216166
2760,99.50042947372543
2761,31.497686293387044
2762,24.49759472466116
2763,90.49860273175194
2764,60.49941998807411
2765,6.497833212738719
2766,56.49805314928776
2767,86.49853618099195
2768,74.49833919368403
2769,87.50012354691964
2770,94.50030241330914
2771,44.49898827981309
2772,89.4985860560218
2773,48.49793088308929
2774,12.498045400768763
2775,95.50032787016242
2776,96.50035330428092
2777,45.499015717072496
2778,16.49750141280851
2779,52.49920594381485
2780,74.49833919368403
2781,17.498206519971056
2782,33.498681065116365
2783,58.498084247956015
2784,0.49750020521679517
2785,4.497416305180629
2786,24.498419731756716
2787,91.49861943213766
2788,12.498045400768763
2789,74.49978785853445
2790,0.49750020521679517
2791,38.497783936039404
2792,80.49994340685119
2793,33.498681065116365
2794,5.4974175537583525
2795,98.49873699248114
2796,49.49794596362043
2797,81.49996922522213
2798,85.50007221512212
2799,89.4985860560218
2800,89.50017477493685
2801,5.4977941162553
2802,16.498175028281274
2803,1.4976055331088964
2804,22.498359918371616
2805,89.50017477493685
2806,51.499178951161
2807,61.498131250526676
2808,7.497425309545312
2809,36.49775552810045
2810,27.49763307999911
2811,12.49746203265697
2812,64.49817865105642
2813,86.5000978942187
2814,11.498011856976877
2815,50.49796110553124
2816,1.4976055331088964
2817,26.497620132819915
2818,10.49797773469199
2819,35.49873775910701
2820,46.497900913982825
2821,13.497471248279998
2822,56.49931336844251
2823,88.5001491736787
2824,54.498022251627454
2825,6.497420709190942
2826,85.50007221512212
2827,87.49855278020704
2828,7.497425309545312
2829,79.49842075273872
2830,15.498143207275358
2831,32.4976999178043
2832,13.498078437061745
2833,84.50004650916262
2834,55.49803767465088
2835,26.49847882742998
2836,19.498268626140483
2837,68.4982424234249
2838,46.497900913982825
2839,79.49991755905984
2840,1.4976055331088964
2841,1.497437129240706
2842,81.49845359040843
2843,13.497471248279998
2844,47.49791586586624
2845,55.499286591163376
2846,2.497661536649983
2847,67.49822642186855
2848,37.49776968529332
2849,65.4981945347916
2850,13.498078437061745
2851,46.49904308458732
2852,52.49920594381485
2853,73.49832297851096
2854,98.50040410572159
2855,99.49875387639335
2856,12.49746203265697
2857,37.49776968529332
2858,87.49855278020704
2859,65.49955225018275
2860,3.4977094251187615
2861,39.497798276669144
2862,45.499015717072496
2863,84.498503062216
2864,55.499286591163376
2865,5.4977941162553
2866,47.49907038461992
2867,65.4981945347916
2868,66.49957857819155
2869,59.498099869411114
2870,66.49957857819155
2871,66.49957857819155
2872,76.49983983346841
2873,11.498011856976877
2874,51.49797630698923
2875,42.497841804551875
2876,42.497841804551875
2877,28.498537286796022
2878,55.49803767465088
2879,91.49861943213766
2880,1.4976055331088964
2881,89.50017477493685
2882,33.498681065116365
2883,63.49816280843861
2884,12.498045400768763
2885,37.49776968529332
2886,67.49960486693784
2887,87.50012354691964
2888,44.49898827981309
2889,13.497471248279998
2890,30.497672790970082
2891,70.49827453835309
2892,29.498566299291152
2893,99.49875387639335
2894,48.49909761931287
2895,70.49968350620136
2896,48.49909761931287
2897,2.4974233776156325
2898,65.4981945347916
2899,97.5003787160189
2900,20.497546161879974
2901,38.49882204720263
2902,65.4981945347916
2903,27.49763307999911
2904,13.498078437061745
2905,2.497661536649983
2906,5.4974175537583525
2907,56.49931336844251
2908,69.49825846252415
2909,26.49847882742998
2910,44.49898827981309
2911,9.497437733036564
2912,96.49870329008981
2913,66.49957857819155
2914,57.498068674161594
2915,75.499813862207
2916,96.49870329008981
2917,14.498111023417565
2918,35.49873775910701
2919,60.49811553732023
2920,42.49893318635423
2921,0.49750020521679517
2922,62.49947302130524
2923,34.498709465216166
2924,3.4977094251187615
2925,31.498623926442914
2926,67.49960486693784
2927,93.50027693335721
2928,96.49870329008981
2929,71.4997096463431
2930,69.49965733011427
2931,18.498237711012425
2932,7.497870864300365
2933,87.49855278020704
2934,99.49875387639335
2935,27.498508132166805
2936,75.49835544192753
2937,84.498503062216
2938,13.497471248279998
2939,77.49986577295631
2940,13.497471248279998
2941,63.49949947270376
2942,48.49909761931287
2943,67.49822642186855
2944,72.49973575129626
2945,32.4976999178043
2946,74.49833919368403
2947,68.49963111729753
2948,78.49989168128769
2949,6.497833212738719
2950,75.49835544192753
2951,7.497425309545312
2952,49.49794596362043
2953,0.49750020521679517
2954,0.49750020521679517
2955,35.49873775910701
2956,28.498537286796022
2957,70.49827453835309
2958,18.497523233909373
2959,73.4997618217915
2960,83.49848654360349
2961,68.4982424234249
2962,53.499232880324215
2963,62.4981470079211
2964,81.49996922522213
2965,36.49775552810045
2966,41.49782721405
2967,89.4985860560218
2968,89.4985860560218
2969,8.497907371915197
2970,48.49909761931287
2971,83.5000207758591
2972,3.4977094251187615
2973,44.49787121492503
2974,10.49797773469199
2975,99.50042947372543
2976,67.49822642186855
2977,97.5003787160189
2978,14.498111023417565
2979,3.4977094251187615
2980,27.498508132166805
2981,28.497646177285915
2982,52.49799156625135
2983,16.49750141280851
2984,84.498503062216
2985,9.497437733036564
2986,39.497798276669144
2987,97.49872013026783
2988,39.49884995848892
2989,79.49842075273872
2990,2.497661536649983
2991,67.49822642186855
2992,71.4997096463431
2993,89.50017477493685
2994,78.49989168128769
2995,64.49952588200195
2996,34.498709465216166
2997,5.4977941162553
2998,62.4981470079211
2999,58.498084247956015
3000,14.498111023417565
3001,44.49898827981309
3002,18.497523233909373
3003,40.49887778332731
3004,50.49796110553124
3005,73.4997618217915
3006,98.49873699248114
3007,80.4984371568634
3008,4.497753112917009
3009,29.498566299291152
3010,31.498623926442914
3011,57.49934009548469
3012,71.49829065012734
3013,59.498099869411114
3014,63.49816280843861
3015,96.49870329008981
3016,58.498084247956015
3017,71.4997096463431
3018,19.497534570697344
3019,60.49941998807411
3020,17.497512173034742
3021,47.49907038461992
3022,67.49960486693784
3023,54.498022251627454
3024,84.50004650916262
3025,31.498623926442914
3026,85.50007221512212
3027,14.498111023417565
3028,15.49749098189842
3029,37.49776968529332
3030,98.49873699248114
3031,80.49994340685119
3032,11.498011856976877
3033,90.49860273175194
3034,57.49934009548469
3035,54.49925976227079
3036,79.49991755905984
3037,47.49791586586624
3038,16.498175028281274
3039,92.49863615677363
3040,35.49873775910701
3041,12.49746203265697
3042,77.49986577295631
3043,48.49793088308929
3044,27.498508132166805
3045,20.498299286873866
3046,20.498299286873866
3047,66.49821045869888
3048,50.49915190070299
3049,87.50012354691964
3050,20.498299286873866
3051,62.4981470079211
3052,85.49851960817256
3053,42.497841804551875
3054,0.49750020521679517
3055,98.49873699248114
3056,89.50017477493685
3057,7.497870864300365
3058,34.49772751036184
3059,24.49759472466116
3060,96.49870329008981
3061,67.49822642186855
3062,20.498299286873866
3063,58.498084247956015
3064,82.49847005283067
3065,37.49776968529332
3066,13.498078437061745
3067,31.498623926442914
3068,40.49887778332731
3069,33.49771365854563
3070,85.50007221512212
3071,84.50004650916262
3072,29.497659416706785
3073,57.49934009548469
3074,35.49774146838701
3075,14.497480913840189
3076,52.49799156625135
3077,96.49870329008981
3078,91.50022590265304
3079,37.4987940460327
3080,21.498329712071577
3081,58.4993667736063
3082,83.5000207758591
3083,64.49817865105642
3084,77.49838803501025
3085,32.4976999178043
3086,25.497607344496473
3087,61.499446526783636
3088,70.49827453835309
3089,42.49893318635423
3090,9.497942944641137
3091,64.49952588200195
3092,43.49896077041751
3093,67.49960486693784
3094,24.498419731756716
3095,20.498299286873866
3096,74.49978785853445
3097,56.49805314928776
3098,21.49755798859827
3099,36.49775552810045
3100,2.4974233776156325
3101,23.497582283961073
3102,74.49978785853445
3103,23.498389920540788
3104,5.4974175537583525
3105,0.49750020521679517
3106,82.49999501471589
3107,7.497425309545312
3108,2.4974233776156325
3109,63.49816280843861
3110,43.49785647240459
3111,80.49994340685119
3112,99.49875387639335
3113,5.4974175537583525
3114,17.497512173034742
3115,18.497523233909373
3116,71.4997096463431
3117,13.497471248279998
3118,3.4977094251187615
3119,27.498508132166805
3120,71.4997096463431
3121,88.49856940536395
3122,54.49925976227079
3123,73.49832297851096
3124,95.4986864722923
3125,97.5003787160189
3126,40.49887778332731
3127,72.49830679709017
3128,14.497480913840189
3129,96.49870329008981
3130,20.498299286873866
3131,40.49887778332731
3132,46.497900913982825
3133,77.49986577295631
3134,56.49931336844251
3135,38.497783936039404
3136,18.498237711012425
3137,14.498111023417565
3138,82.49999501471589
3139,21.498329712071577
3140,13.498078437061745
3141,9.497942944641137
3142,51.499178951161
3143,16.498175028281274
3144,47.49791586586624
3145,74.49978785853445
3146,94.49866967722967
3147,85.50007221512212
3148,71.4997096463431
3149,72.49830679709017
3150,90.50020035112273
3151,61.498131250526676
3152,24.49759472466116
3153,53.499232880324215
3154,67.49822642186855
3155,6.497833212738719
3156,17.497512173034742
3157,12.49746203265697
3158,82.49847005283067
3159,48.49909761931287
3160,83.5000207758591
3161,55.499286591163376
3162,54.498022251627454
3163,6.497833212738719
3164,80.49994340685119
3165,11.498011856976877
3166,12.498045400768763
3167,10.49797773469199
3168,68.49963111729753
3169,73.4997618217915
3170,2.497661536649983
3171,31.498623926442914
3172,35.49873775910701
3173,41.49782721405
3174,15.49749098189842
3175,41.49890552494009
3176,37.4987940460327
3177,12.49746203265697
3178,76.49837172258212
3179,54.49925976227079
3180,56.49931336844251
3181,60.49941998807411
3182,58.4993667736063
3183,71.49829065012734
3184,35.49774146838701
3185,44.49898827981309
3186,28.497646177285915
3187,65.4981945347916
3188,44.49787121492503
3189,66.49821045869888
3190,51.499178951161
3191,53.498006881658014
3192,97.5003787160189
3193,15.49749098189842
3194,46.49904308458732
3195,64.49952588200195
3196,16.49750141280851
3197,16.49750141280851
3198,3.4974177410628644
3199,61.498131250526676
3200,42.49893318635423
3201,99.49875387639335
3202,53.499232880324215
3203,37.4987940460327
3204,59.499393404067185
3205,31.498623926442914
3206,71.4997096463431
3207,34.498709465216166
3208,23.497582283961073
3209,66.49957857819155
3210,50.49915190070299
3211,24.498419731756716
3212,33.498681065116365
3213,54.498022251627454
3214,29.497659416706785
3215,28.497646177285915
3216,23.498389920540788
3217,34.498709465216166
3218,24.498419731756716
3219,22.498359918371616
3220,3.4977094251187615
3221,21.498329712071577
3222,4.497753112917009
3223,63.49816280843861
3224,30.497672790970082
3225,23.498389920540788
3226,37.4987940460327
3227,45.499015717072496
3228,41.49890552494009
3229,68.49963111729753
3230,60.49941998807411
3231,56.49931336844251
3232,97.5003787160189
3233,70.49968350620136
3234,42.49893318635423
3235,74.49978785853445
3236,15.498143207275358
3237,86.5000978942187
3238,63.49949947270376
3239,62.49947302130524
3240,32.498652553941696
3241,40.49781270374678
3242,52.49799156625135
3243,11.498011856976877
3244,23.497582283961073
3245,78.49989168128769
3246,62.4981470079211
3247,35.49774146838701
3248,95.50032787016242
3249,19.498268626140483
3250,12.49746203265697
3251,7.497425309545312
3252,67.49822642186855
3253,37.49776968529332
3254,45.49788602958165
3255,21.49755798859827
3256,42.497841804551875
3257,14.497480913840189
3258,90.49860273175194
3259,62.4981470079211
3260,10.497445194901726
3261,21.498329712071577
3262,43.49785647240459
3263,1.4976055331088964
3264,57.498068674161594
3265,61.498131250526676
3266,84.498503062216
3267,45.49788602958165
3268,37.4987940460327
3269,82.49999501471589
3270,7.497425309545312
3271,87.49855278020704
3272,90.49860273175194
3273,62.49947302130524
3274,74.49833919368403
3275,75.499813862207
3276,70.49827453835309
3277,81.49845359040843
3278,58.4993667736063
3279,60.49941998807411
3280,36.498765951309586
3281,25.497607344496473
3282,31.497686293387044
3283,12.498045400768763
3284,33.49771365854563
3285,67.49960486693784
3286,82.49847005283067
3287,39.497798276669144
3288,57.49934009548469
3289,53.499232880324215
3290,40.49887778332731
3291,79.49991755905984
3292,59.498099869411114
3293,60.49811553732023
3294,72.49973575129626
3295,11.497453324532845
3296,38.49882204720263
3297,16.498175028281274
3298,86.5000978942187
3299,6.497420709190942
3300,70.49827453835309
3301,65.49955225018275
3302,38.49882204720263
3303,9.497942944641137
3304,35.49873775910701
3305,31.497686293387044
3306,25.498449363837423
3307,72.49973575129626
3308,52.49920594381485
3309,11.497453324532845
3310,23.498389920540788
3311,56.49931336844251
3312,42.49893318635423
3313,67.49822642186855
3314,23.498389920540788
3315,35.49774146838701
3316,64.49817865105642
3317,46.49904308458732
3318,56.49931336844251
3319,67.49822642186855
3320,28.498537286796022
3321,98.49873699248114
3322,89.4985860560218
3323,9.497942944641137
3324,51.49797630698923
3325,50.49915190070299
3326,4.497753112917009
3327,80.49994340685119
3328,25.498449363837423
3329,90.50020035112273
3330,87.49855278020704
3331,50.49796110553124
3332,81.49845359040843
3333,47.49791586586624
3334,47.49907038461992
3335,74.49833919368403
3336,37.49776968529332
3337,50.49915190070299
3338,66.49957857819155
3339,0.49750020521679517
3340,95.4986864722923
3341,3.4977094251187615
